scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Procellaria aequinoctialis,Procellaria aequinoctialis,"Matias, R. and Catry, P., 2008. The diet of feral cats at New Island, Falkland Islands, and impact on breeding seabirds. Polar Biology, 31, pp.609-616.",304,New Island,-51.716299999999997,-61.2928,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,1213,Procellariiformes,Avonet,Birds
Procellaria aequinoctialis,Procellaria aequinoctialis,"Van Rensburg, P.J.J. and Bester, M.N., 1988. The effect of cat Felis catus predation on three breeding Procellariidae species on Marion Island. South African Journal of Zoology, 23(4), pp.301-305.",307,Marion Island,-46.876399999999997,37.859099999999998,Population,Reproduction,Spatial,1,yes,yes,Population in support,included_species,1213,Procellariiformes,Avonet,Birds
Procellaria aequinoctialis,Procellaria aequinoctialis,"van Aarde RJ (1980). The diet and feeding behaviour of feral cats, Felis catus at Marion Island. South African Journal of Wildlife Research, 10, 123-128.",305,Marion Island,-46.876399999999997,37.859099999999998,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1213,Procellariiformes,Avonet,Birds
Procellaria aequinoctialis,Procellaria aequinoctialis,"van Rensburg PJJ (1985) The feeding ecology of a decreasing feral house cat Felis catus population on Marion Island. In: Antarctic Nutrient Cycles and Food Webs (eds Siegfried WR, Condy PR, Laws RM) pp. 620-624. Springer-Verlag Berlin Heidelberg",306,Marion Island,-46.876399999999997,37.859099999999998,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1213,Procellariiformes,Avonet,Birds
Procellaria cinerea,Procellaria cinerea,"Bird, J.P., Fuller, R.A. and Shaw, J.D., 2024. Patterns of recovery in extant and extirpated seabirds after the world's largest multipredator eradication. Conservation Biology, 38(4), p.e14239.",350,Macquarie Island,-54.620800000000003,158.85560000000001,Population,Abundance,Timing,0,no,no,Population not in support,included_species,1131,Procellariiformes,Avonet,Birds
Procellaria cinerea,Procellaria cinerea,"Dilley, B.J., Schoombie, S., Stevens, K., Davies, D., Perold, V., Osborne, A., Schoombie, J., Brink, C.W., Carpenter-Kling, T. and Ryan, P.G., 2018. Mouse predation affects breeding success of burrow-nesting petrels at sub-Antarctic Marion Island. Antarctic Science, 30(2), pp.93-104.",349,Marion Island,-46.875459999999997,37.858539999999998,Population,Reproduction,Temporal,0,yes,no,Population not in support,included_species,1131,Procellariiformes,Avonet,Birds
Procellaria parkinsoni,Procellaria parkinsoni,"E.A. Bell, D Burgin, J. Sim, K. Dunleavy, A. Fleishman, R.P. Scofield (2018) Population trends, breeding distribution and habitat use of black petrels (Procellaria parkinsoni): 2016/2017 operational report. New Zealand aquatic environment and biodiversity report, no. 198.",311,Mount Hobson,-36.186199999999999,175.4126,Predation,Predation,Predation,1,no,no,Predation in support,included_species,702.2,Procellariiformes,Avonet,Birds
Procellaria parkinsoni,Procellaria parkinsoni,"Imber, M. J. 1987. Breeding ecology and conservation of the Black Petrel (Procellaria parkinsoni). Notornis 34: 19-39.",310,Little Barrier Island,-36.194600000000001,175.0753,Predation,Predation,Predation,1,no,no,Predation in support,included_species,702.2,Procellariiformes,Avonet,Birds
Procellaria westlandica,Procellaria westlandica,"Wilson, K.-J. 2016. A review of the biology and ecology and an evaluation of threats to the Westland petrel Procellaria westlandica. West Coast Penguin Trust.",312,"Punakaiki, South Island West Coast",-42.107900000000001,171.3348,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1199,Procellariiformes,Avonet,Birds
Prosobonia cancellata,Prosobonia parvirostris,"Blanvillain, C., Florent, C. and Thenot, V., 2002. Land birds of Tuamotu Archipelago, Polynesia: relative abundance and changes during the 20th century with particular reference to the critically endangered Polynesian ground-dove (Gallicolumba erythroptera). Biological conservation, 103(2), pp.139-149.",385,"Tuamotu Archipelago, French Polynesia",-18.75,-141.76,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,36,Charadriiformes,Avonet,Birds
Prosobonia cancellata,Prosobonia parvirostris,"R. J. Pierce, C. Blanvillain, Current status of the endangered Tuamotu Sandpiper or Titi Prosobonia cancellata and recommended actions for its recovery. Wader Study Group Bulletin. 105, 93–100 (2004).",384,French Polynesia,-17.6797,-149.4068,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,36,Charadriiformes,Avonet,Birds
Pseudobulweria rostrata,Pseudobulweria rostrata,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",288,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,409,Procellariiformes,Avonet,Birds
Pseudocheirus occidentalis,Pseudocheirus occidentalis,"Clarke, J.R., 2011. Translocation outcomes for the western ringtail possum (Pseudocheirus occidentalis) in the presence of the common brushtail possum (Trichosurus vulpecula): health, survivorship and habitat use. Doctoral dissertation, Murdoch University.",118,Leschenault Peninsula,-33.229999999999997,115.68,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,987.5,Diprotodontia,Phylacine 1.2,Mammals
Pseudocheirus occidentalis,Pseudocheirus occidentalis,"Wayne, A.F., Maxwell, M.A., Ward, C.G., Wayne, J.C., Vellios, C.V. and Wilson, I.J., 2017. Recoveries and cascading declines of native mammals associated with control of an introduced predator. Journal of Mammalogy, 98(2), pp.489-501.",120,"Upper Warren, Western Australia",-34.369999999999997,116.28,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,987.5,Diprotodontia,Phylacine 1.2,Mammals
Pseudocheirus occidentalis,Pseudocheirus occidentalis,"Wayne, A.F., Rooney, J.F., Ward, C.G., Vellios, C.V. and Lindenmayer, D.B., 2005. The life history of Pseudocheirus occidentalis (Pseudocheiridae) in the jarrah forest of south-western Australia. Australian Journal of Zoology, 53(5), pp.325-337.",119,Perup Nature Reserve,-34.276699999999998,116.39919999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,987.5,Diprotodontia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Moseby, K.E., McGregor, H., Hill, B.M. and Read, J.L., 2020. Exploring the internal and external wildlife gradients created by conservation fences. Conservation Biology, 34(1), pp.220-231.",235,"Roxby Downs, South Australia",-30.29,136.53,Population,Abundance,Spatial,1,yes,no,Population in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Pavey, C.R., Cole, J.R., McDonald, P.J. and Nano, C.E., 2014. Population dynamics and spatial ecology of a declining desert rodent, Pseudomys australis: the importance of refuges for persistence. Journal of Mammalogy, 95(3), pp.615-625.",237,"Andado Station, Simpson Desert",-23.698,133.88069999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Pavey, C.R., Cole, J.R., McDonald, P.J. and Nano, C.E., 2014. Population dynamics and spatial ecology of a declining desert rodent, Pseudomys australis: the importance of refuges for persistence. Journal of Mammalogy, 95(3), pp.615-625.",238,"Andado Station, Simpson Desert",-23.698,133.88069999999999,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Pedler, R.D., Brandle, R., Read, J.L., Southgate, R., Bird, P. and Moseby, K.E., 2016. Rabbit biocontrol and landscape‐scale recovery of threatened desert mammals. Conservation Biology, 30(4), pp.774-782.",240,Northeastern South Australia,-27.7,140.41,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Read, J.L. and Cunningham, R., 2010. Relative impacts of cattle grazing and feral animals on an Australian arid zone reptile and small mammal assemblage. Austral Ecology, 35(3), pp.314-324.",239,"Roxby Downs, South Australia",-30.29,136.53,Population,Abundance,Spatial,1,no,no,Population in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys australis,Pseudomys australis,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",236,"Koonchera Dune, South Australia, and New South Wales",-26.727560043,139.52325439399999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,65,Rodentia,Phylacine 1.2,Mammals
Pseudomys fieldi,Pseudomys fieldi,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",169,"Western Division of NSW, Alice Springs and southwest Australia",-25.9161,134.9162,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,45,Rodentia,Phylacine 1.2,Mammals
Pseudomys fumeus,Pseudomys fumeus,"Cockburn, A. 1981. Population regulation and dispersion of the Smoky Mouse Pseudomys fumeus. II. Spring decline, breeding success and habitat heterogeneity. Australian Journal of Ecology 6: 255-266.",170,Mount William,-37.2928,142.60079999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,70,Rodentia,Phylacine 1.2,Mammals
Pseudomys glaucus,Pseudomys glaucus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",400,"Southeast QLD, north-northeast NSW",-27.976900000000001,153.3809,Population,Abundance,Timing,1,yes,no,Population in support,included_species,30,Rodentia,Phylacine 1.2,Mammals
Pseudomys novaehollandiae,Pseudomys novaehollandiae,"Burns, P.A., 2019. Testing the decline of the New Holland mouse (Pseudomys novaehollandiae) in Victoria. Australian Mammalogy, 42(2), pp.185-193.",399,Victoria,-36.9848,143.39060000000001,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,20,Rodentia,Phylacine 1.2,Mammals
Pseudomys oralis,Pseudomys oralis,"NSW Department of Environment and Climate Change 2005, Recovery Plan for the Hastings River Mouse (Pseudomys oralis), Department of Environment and Climate Change (NSW), Hurstville.",232,Hastings River,-31.43,152.91999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,95,Rodentia,Phylacine 1.2,Mammals
Psittirostra psittacea,Psittirostra psittacea,IUCN,365,Hawai'i,19.898700000000002,-155.66589999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,28.62,Passeriformes,Avonet,Birds
Pterodroma baraui,Pterodroma baraui,"Faulquier, L., Fontaine, R., Vidal, E., Salamolard, M. and Le Corre, M., 2009. Feral cats Felis catus threaten the endangered endemic Barau's petrel Pterodroma baraui at Reunion Island (Western Indian Ocean). Waterbirds, 32(2), pp.330-336.",299,Reunion Island,-21.115100000000002,55.5364,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400,Procellariiformes,Avonet,Birds
Pterodroma brevipes,Pterodroma brevipes,"BRETAGNOLLE, V., DAVID, Y., GHESTEMME, T., BUTAUD, J.F., WITHERS, T., SHIRIHAI, H. and THIBAULT, J.C., 2025. A petrel breeding diversity hotspot: Raivavae Island (Austral Islands, French Polynesia), with a need for conservation action. Marine Ornithology, 53(1), pp.163-171.",294,Raivavae,-23.864999999999998,-147.6609,Predation,Predation,Predation,1,no,no,Predation in support,included_species,147.05,Procellariiformes,Avonet,Birds
Pterodroma brevipes,Pterodroma brevipes,"Tennyson, A.J., Miskelly, C.M., Totterman, S.L. 2012. Observations of collared petrels (Pterodroma brevipes) on Vanua Lava, Vanuatu, and a review of the species’ breeding distribution. Notornis 59: 39-48.",295,Vanua Lava,-13.8443,167.44720000000001,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,147.05,Procellariiformes,Avonet,Birds
Pterodroma cookii,Pterodroma cookii,"Girardet SAB, Veitch CR, Craig JL (2001) Bird and rat numbers on Little Barrier Island, New Zealand, over the period of cat eradication 1976-1980. New Zealand Journal of Zoology, 28, 13-29.",293,Little Barrier Island,-36.194600000000001,175.0753,Predation,Predation,Predation,1,no,no,Predation in support,included_species,177.91,Procellariiformes,Avonet,Birds
Pterodroma cookii,Pterodroma cookii,"M. J. Imber, J. A. West, W. J. Cooper, Cook's petrel (Pterodroma cookii): historic distribution, breeding biology and effects of predators. Notornis. 50, 221–230 (2003).",292,Hauturu,-38.104399999999998,174.93039999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,177.91,Procellariiformes,Avonet,Birds
Pterodroma cookii,Pterodroma cookii,"M. J. Rayner, M. E. Hauber, M. J. Imber, R. K. Stamp, M. N. Clout, Spatial heterogeneity of mesopredator release within an oceanic island system. Proceedings of the National Academy of Sciences. 104, 20862–20865 (2007).",291,Little Barrier Island,-36.194600000000001,175.0753,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,177.91,Procellariiformes,Avonet,Birds
Pterodroma externa,Pterodroma externa,"L. Brooke, M.D., 1987. Population estimates and breeding biology of the petrels Pterodroma externa and P. longirostris on Isla Alejandro Selkirk, Juan Fernandez Archipelago. The Condor, 89(3), pp.581-586.",298,Isla Alejandro Selkirk,-33.7761,-80.799000000000007,Predation,Predation,Predation,1,no,no,Predation in support,included_species,428,Procellariiformes,Avonet,Birds
Pterodroma feae,Pterodroma feae,"González-Solís, J., Riera, J.L., Dinis, H.A., de Pina, A. and Militão, T., 2024. Life history, population dynamics and impacts of cat predation on an endemic gadfly petrel in Cabo Verde. Endangered Species Research, 55, pp.187-203.",417,"Fogo Island, Cape Verde",14.9133,-24.381699999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,311,Procellariiformes,Avonet,Birds
Pterodroma feae,Pterodroma feae,"Medina FM, Oliveira P, Menezes D, Teixeira S, Garc ́ıa R, Nogales M. Trophic habits of feral cats in the high mountain shrublands of the Macaronesian islands (NW Africa, Atlantic Ocean). Acta Theriol (Warsz). 2010. 55: 241–250.",418,"Fogo Island, Cape Verde",14.9133,-24.381699999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,311,Procellariiformes,Avonet,Birds
Pterodroma feae,Pterodroma feae,"Medina FM, Oliveira P, Menezes D, Teixeira S, Garc ́ıa R, Nogales M. Trophic habits of feral cats in the high mountain shrublands of the Macaronesian islands (NW Africa, Atlantic Ocean). Acta Theriol (Warsz). 2010. 55: 241–250.",419,Madeira,32.7607,-16.959499999999998,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,311,Procellariiformes,Avonet,Birds
Pterodroma feae,Pterodroma feae,"Militao, T., Dinis, H.A., Zango, L., Calabuig, P., Stefan, L.M. and Gonzalez-Solis, J., 2017. Population size, breeding biology and on-land threats of Cape Verde petrel (Pterodroma feae) in Fogo Island, Cape Verde. Plos one, 12(4), p.e0174803.",416,"Fogo Island, Cape Verde",14.9133,-24.381699999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,311,Procellariiformes,Avonet,Birds
Pterodroma leucoptera,Pterodroma leucoptera,"Bretagnolle, V., Renaudet, L., Villard, P., Shirihai, H., Carlile, N. and Priddel, D., 2021. Status of Gould’s petrel Pterodroma leucoptera caledonica in New Caledonia: distribution, breeding biology, threats and conservation. Emu-Austral Ornithology, 121(4), pp.303-313.",290,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,147.05,Procellariiformes,Avonet,Birds
Pterodroma leucoptera,Pterodroma leucoptera,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",289,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,147.05,Procellariiformes,Avonet,Birds
Pterodroma longirostris,Pterodroma longirostris,"L. Brooke, M.D., 1987. Population estimates and breeding biology of the petrels Pterodroma externa and P. longirostris on Isla Alejandro Selkirk, Juan Fernandez Archipelago. The Condor, 89(3), pp.581-586.",431,Isla Alejandro Selkirk,-33.7761,-80.799000000000007,Predation,Predation,Predation,1,no,no,Predation in support,included_species,143,Procellariiformes,Avonet,Birds
Pterodroma madeira,Pterodroma madeira,"Zino, F., 1992. Cat amongst the freiras. Oryx, 26(3), pp.174-174.",301,Madeira,32.7607,-16.959499999999998,Predation,Predation,Predation,1,no,no,Predation in support,included_species,201.05,Procellariiformes,Avonet,Birds
Pterodroma madeira,Pterodroma madeira,"Zino, F., Oliveira, P., King, S., Buckle, A., Biscoito, M., Neves, H.C. and Vasconcelos, A., 2001. Conservation of Zino's petrel Pterodroma madeira in the archipelago of Madeira. Oryx, 35(2), pp.128-136.",300,Madeira,32.7607,-16.959499999999998,Predation,Predation,Predation,1,no,no,Predation in support,included_species,201.05,Procellariiformes,Avonet,Birds
Pterodroma phaeopygia,Pterodroma phaeopygia,"F. Cruz-Delgado, J. A. Gonzalez, D. A. Wiedenfeld, Breeding biology of the critically endangered Galapagos petrel Pterodroma phaeopygia on San Cristóbal Island: conservation and management implications. Bird Conservation International. 20, 306–319 (2010).",296,San Cristobal Island,-0.86750000000000005,-89.436400000000006,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma phaeopygia,Pterodroma phaeopygia,"J. B. Cruz, F. Cruz, Conservation of the dark-rumped petrel Pterodroma phaeopygia in the Galapagos Islands, Ecuador. 42, 303–311 (1987).",297,Floreana Island,-1.3083,-90.431399999999996,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma rupinarum,Pterodroma rupinarum,"Hume, J. 2017. Extinct Birds. Bloomsbury Publishing",412,Saint Helena,-15.965,-5.7088999999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,,Procellariiformes,,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"D. C. Duffy, P. I. Capece, Depredation of endangered burrowing seabirds in Hawai'i: management priorities. Marine Ornithology. 42, 149–152 (2014).",282,"Kauaʻi, Hawaii",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"Natividad Hodges CS, Nagata RJS. 2001. Effects of predator control on the survival and breeding success of the endangered Hawaiian dark‐rumped petrel. Studies in Avian Biology 22:308‐318.",283,"Maui, Hawaii",20.798400000000001,-156.33189999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"Natividad Hodges CS, Nagata RJS. 2001. Effects of predator control on the survival and breeding success of the endangered Hawaiian dark‐rumped petrel. Studies in Avian Biology 22:308‐318.",284,"Maui, Hawaii",20.798400000000001,-156.33189999999999,Population,Reproduction,Temporal,1,yes,yes,Population in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",279,"Kauaʻi, Hawaii",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"S. Judge, J. S. Lippert, K. Misajon, D. Hu, S. C. Hess, Videographic evidence of endangered species depredation by feral cat. Pacific Conservation Biology. 18, 293–296 (2012).",281,"Kauaʻi, Hawaii",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pterodroma sandwichensis,Pterodroma sandwichensis,"T. R. Simons, Biology and behavior of the endangered Hawaiian dark-rumped petrel. The Condor. 87, 229–245 (1985).",280,"Kauaʻi, Hawaii",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,400.82,Procellariiformes,Avonet,Birds
Pteropus dasymallus,Pteropus dasymallus,"Vincenot CE, Collazo AM, Russo D (2017) The Ryukyu flying fox (Pteropus dasymallus)—a review of conservation threats and call for reassessment. Mammalian Biology- Zeitschrift für Säugetierkunde 83: 71–77.",160,Ishigaki Island,24.406400000000001,124.1754,Predation,Predation,Predation,1,no,no,Predation in support,included_species,435,Chiroptera,Phylacine 1.2,Mammals
Pteropus melanotus,Pteropus melanotus,"Tidemann, C. R., Yorkston, H., and Russack, A. J. 1994. The diet of cats, Felis catus, on Christmas Island, Indian Ocean. Wildlife Research 21: 279-285.",161,Christmas Island,-10.4475,105.6904,Predation,Predation,Predation,1,no,no,Predation in support,included_species,375,Chiroptera,Phylacine 1.2,Mammals
Pteropus ornatus,Pteropus ornatus,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",162,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,330,Chiroptera,Phylacine 1.2,Mammals
Pteropus vetula,Pteropus vetula,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",163,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Chiroptera,,Mammals
Ptychoramphus aleuticus,Ptychoramphus aleuticus,"Howell, A. B. 1917. Birds of the islands off the coast of southern California. Pacific Coast Avifauna 12.",426,Santa Barbara Island,33.4756,-119.0373,Population,Abundance,Timing,1,no,no,Population in support,included_species,184,Charadriiformes,Avonet,Birds
Ptychoramphus aleuticus,Ptychoramphus aleuticus,"McChesney, G.J. and Tershy, B.R., 1998. History and status of introduced mammals and impacts to breeding seabirds on the California Channel and northwestern Baja California Islands. Colonial Waterbirds, pp.335-347.",424,"Todos Santos, San Martin, and San Geronimo islands",31.800999999999998,-116.7916,Predation,Predation,Predation,1,no,no,Predation in support,included_species,184,Charadriiformes,Avonet,Birds
Ptychoramphus aleuticus,Ptychoramphus aleuticus,"Willett, G. 1912. Birds of the Pacific slope of southern California. Pacific Coast Avifauna 7.",425,Santa Barbara Island,33.4756,-119.0373,Predation,Predation,Predation,1,no,no,Predation in support,included_species,184,Charadriiformes,Avonet,Birds
Puffinus auricularis,Puffinus auricularis,"Jehl, J. R. and Parkes, K. C. (1982) The status of the avifauna of the Revillagigedo Islands, Mexico. Wilson Bull.94: 1-19.",326,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus auricularis,Puffinus auricularis,"Martínez-Gómez JE, Curry RL (1996) The conservation status of the Socorro Mockingbird Mimodes graysoni in 1993-1994. Bird Conservation International, 6, 271-283.",324,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus auricularis,Puffinus auricularis,"Martınez-Gomez, J.E. and Jacobsen, J.K., 2004. The conservation status of Townsend's shearwater Puffinus auricularis auricularis. Biological Conservation, 116(1), pp.35-47.",325,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus mauretanicus,Puffinus mauretanicus,"Arcos, J.M. & Oro, D. 2004. Pardela balear, Puffinus mauretanicus. In: Madroño, A., González, C. & Atienza, J.C (ed.), Libro Rojo de las Aves de España, pp. 46-50. Dirección General para la Biodiversidad - SEO/BirdLife, Madrid.",420,"Mola de Maó, Menorca, Spain",39.873899999999999,4.3110999999999997,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus newelli,Puffinus newelli,"Ainley DG, Podolsky R, Deforest L, Spencer F, Nur N (2001) The status and population trends of the Newell’s shearwater on Kaua´i: insights from modelling. Studies in Avian Biology, 22,108-123.",432,"Kaua‘i, Hawaiian Islands",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus newelli,Puffinus newelli,"Griesemer, A. M. Holmes, N. D. 2011. Newell’s shearwater population modeling for Habitat Conservation Plan and Recovery Planning. Technical Report 176. The Hawai`i-Pacific Islands Cooperative Ecosystem Studies Unit & Pacific Cooperative Studies Unit, University of Hawai`i, Honolulu, Hawai`i.",433,"Kaua‘i, Hawaiian Islands",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus newelli,Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",434,"Kaua‘i, Hawaiian Islands",22.096399999999999,-159.52610000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,350.8,Procellariiformes,Avonet,Birds
Puffinus opisthomelas,Puffinus opisthomelas,"Keitt, B. S., Tershy, B. R. 2003. Cat eradication significantly reduces shearwaters mortality. Animal Conservation 6: 307-308.",242,Natividad Island,27.8658,-115.18,Predation,Predation,Predation,1,no,no,Predation in support,included_species,408,Procellariiformes,Avonet,Birds
Puffinus opisthomelas,Puffinus opisthomelas,"McChesney, G.J. and Tershy, B.R., 1998. History and status of introduced mammals and impacts to breeding seabirds on the California Channel and northwestern Baja California Islands. Colonial Waterbirds, pp.335-347.",241,"Natividad Island, Guadalupe Island, San Benitos Islands",27.8658,-115.18,Predation,Predation,Predation,1,no,no,Predation in support,included_species,408,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"Bonnaud, E., Berger, G., Bourgeois, K., Legrand, J. and Vidal, E. 2012. Predation by cats could lead to the extinction of the Mediterranean endemic Yelkouan Shearwater Puffinus yelkouan at a major breeding site. Ibis 154(3): 566-577.",317,Levant island,43.026200000000003,6.4663000000000004,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"Bonnaud, E., Bourgeois, K., Vidal, E., Kayser, Y., Tranchant, Y. and Legrand, J., 2007. Feeding ecology of a feral cat population on a small Mediterranean island. Journal of Mammalogy, 88(4), pp.1074-1081.",322,Port-Cros,43.003599999999999,6.3944000000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"Bonnaud, E., Palmas, P., Bourgeois, K., Ollier, S., Zarzoso-Lacoste, D. and Vidal, E., 2015. Island specificities matter: cat diet differs significantly between islands of a major breeding archipelago for a vulnerable endemic seabird. Biological Invasions, 17, pp.2927-2941.",323,"Port-Cros, Levant, and Porquerolles",43.000999999999998,6.2217000000000002,Predation,Predation,Predation,1,no,no,Predation in support,included_species,497,Procellariiformes,Avonet,Birds
Puffinus yelkouan,Puffinus yelkouan,"E. Bonnaud et al., Top-predator control on islands boosts endemic prey but not mesopredator. Animal Conservation. 13, 556–567 (2010).",320,Port-Cros,43.003599999999999,6.3944000000000001,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,497,Procellariiformes,Avonet,Birds
