"","scientificName","spp_name_corrected","assessmentId","internalTaxonId","realm","systems","assessmentDate","redlistCategory","criteriaVersion","populationTrend","Synonyms_or_previous_lump","Cat_effect","EXCLUDE_cats_not_attributed","Web_of_Science_no_claim","Snowball","Wallach_AU_mammal_no_claim","Opportunistic","IUCN_references","Doherty_references0_NA","Dickman_AU_mammal","Medina_references0_NA","Woinarski_AU_mammal","Garnett2020_AU_birds","Garnett2010_AU_birds","Alberts_iguanas","Oedin_bats","Welch_bats","Hume_EX_birds","Hess","Search_conducted","Mass_g_final","exclude_species","class"
"80","Cabalus modestus","Cabalus modestus",228867194,22728873,"Australasian","Terrestrial","2023-02-24 00:00:00 UTC","Extinct",3.1,"","Gallirallus modestus modestus, Rallus modestus","Predation",NA,0,NA,"",NA,1,2,"",1,"","","","","","","0",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"81","Caledoniscincus aquilonius","Caledoniscincus aquilonius",123255378,176183,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",1,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"82","Caledoniscincus auratus","Caledoniscincus auratus",123255218,176182,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",1,2,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"83","Caledoniscincus chazeaui","Caledoniscincus chazeaui",123258617,176207,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"84","Caledoniscincus constellatus","Caledoniscincus constellatus",123469174,122893519,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"85","Caledoniscincus orestes","Caledoniscincus orestes",123251144,176152,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",1,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"86","Caledoniscincus pelletieri","Caledoniscincus pelletieri",123469184,122894031,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"87","Caledoniscincus renevieri","Caledoniscincus renevieri",123254740,176179,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"88","Caloenas nicobarica","Caloenas nicobarica",178136167,22690974,"Indomalayan|Oceanian","Terrestrial","2020-06-26 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",537.86,"included_species","Birds"
"89","Calonectris edwardsii","Calonectris edwardsii",132660464,22729421,"Afrotropical","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,2,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",534.99,"included_species","Birds"
"90","Calonectris leucomelas","Calonectris leucomelas",132630766,22698172,"Indomalayan|Nearctic|Oceanian|Palearctic","Terrestrial|Marine","2018-08-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,2,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-05-01T00:00:00Z",579.99,"included_species","Birds"
"91","Caloprymnus campestris","Caloprymnus campestris",21961545,3626,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,1,NA,"0",NA,0,1,"Cats not mentioned",NA,"1","","","","","","",NA,"2025-01-01T00:00:00Z",900,"included_species","Mammals"
"92","Calyptophilus tertius","Calyptophilus tertius",190919306,22729082,"Neotropical","Terrestrial","2020-11-25 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",49.2,"included_species","Birds"
"93","Caribicus anelpistus","Caribicus anelpistus",116419247,39258,"Neotropical","Terrestrial","2015-07-20 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Celestus anelpistus, Diploglossus anelpistus","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"94","Caribicus warreni","Caribicus warreni",115172613,39260,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Celestus carraui, Celestus warreni, Diploglossus carraui Inchaústegui, Diploglossus warreni","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"95","Carpodacus ferreorostris","Carpodacus ferreorostris",228156835,22720622,"Palearctic","Terrestrial","2023-02-16 00:00:00 UTC","Extinct",3.1,"","Chaunoproctus ferreorostris","Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","0",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"96","Casarea dussumieri","Casarea dussumieri",152276140,3989,"Afrotropical","Terrestrial","2018-04-24 00:00:00 UTC","Vulnerable",3.1,"Increasing","Boa dussumieri, Casarea dussumieri, Leptoboa dussumieri","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"97","Celatiscincus euryotis","Celatiscincus euryotis",123249918,176143,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing","Leiolopisma euryotis, Lygosoma euryotis, Marmorosphax euryotis","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"98","Celatiscincus similis","Celatiscincus similis",123254893,176180,"Australasian","Terrestrial","2017-12-11 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",1,1,1,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"99","Celestus duquesneyi","Celestus duquesneyi",71739426,4094,"Neotropical","Terrestrial","2015-07-20 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"100","Celestus hewardi","Celestus hewardi",2758749,203031,"Neotropical","Terrestrial","2015-07-20 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"101","Celestus microblepharis","Celestus microblepharis",115067750,4096,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Critically Endangered",3.1,"Decreasing","Diploglossus microblepharis","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"102","Celestus molesworthi","Celestus molesworthi",115481457,75166713,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Endangered",3.1,"Decreasing","Celestus crusculus molesworthi","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"103","Chaeropus ecaudatus","Chaeropus ecaudatus",21965168,4322,"Australasian","Terrestrial","2012-12-31 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"0",NA,2,1,"0",NA,"2","","","","","","",NA,"2025-01-01T00:00:00Z",200,"included_species","Mammals"
"104","Chalinolobus neocaledonicus","Chalinolobus neocaledonicus",21984825,4420,"Australasian","Terrestrial","2019-07-04 00:00:00 UTC","Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",11.9,"included_species","Mammals"
"105","Chalinolobus picatus","Chalinolobus picatus",21984147,4422,"Australasian","Terrestrial","2019-07-29 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",5.1,"included_species","Mammals"
"106","Chalinolobus tuberculatus","Chalinolobus tuberculatus",21985132,4425,"Australasian","Terrestrial","2020-10-15 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,1,1,"",NA,3,2,"",NA,"","","","","0","1","",NA,"2025-01-01T00:00:00Z",8.5,"included_species","Mammals"
"107","Charadrius bicinctus","Charadrius bicinctus",180230226,22693845,"Oceanian","Terrestrial|Freshwater (=Inland waters)|Marine","2020-07-30 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,2,NA,"",1,2,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",59.4,"included_species","Birds"
"108","Charadrius obscurus","Charadrius obscurus",126893184,62290750,"Oceanian","Terrestrial|Freshwater (=Inland waters)|Marine","2017-10-01 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,1,NA,"",NA,3,4,"",3,"","","","","","","",NA,"2025-04-01T00:00:00Z",146,"included_species","Birds"
"109","Charadrius sanctaehelenae","Charadrius sanctaehelenae",179182366,22693785,"Afrotropical","Terrestrial","2020-07-13 00:00:00 UTC","Vulnerable",3.1,"Increasing",NA,"Predation",NA,2,NA,"",NA,4,3,"",1,"","","","","","","",NA,"2025-07-01T00:00:00Z",48.7,"included_species","Birds"
"110","Charadrius thoracicus","Charadrius thoracicus",231072418,22693780,"Afrotropical","Terrestrial|Marine","2023-05-15 00:00:00 UTC","Vulnerable",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",11.5,"included_species","Birds"
"111","Charmosyna amabilis","Charmosyna amabilis",129622366,22684693,"Oceanian","Terrestrial","2016-10-01 00:00:00 UTC","Critically Endangered",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",8.54,"included_species","Birds"
"112","Chasiempis ibidis","Chasiempis ibidis",224391681,22736423,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Chasiempis sandwichensis","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",13.1,"included_species","Birds"
"113","Chasiempis sandwichensis","Chasiempis sandwichensis",224140553,22736440,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,2,NA,"",2,"","","","","","","",NA,"2025-07-01T00:00:00Z",13.69,"included_species","Birds"
"114","Chasiempis sclateri","Chasiempis sclateri",224210872,22736432,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Chasiempis sandwichensis","Predation",NA,0,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",12.9,"included_species","Birds"
"115","Chelonoidis becki","Chelonoidis becki",82426296,9018,"Neotropical","Terrestrial","2015-08-13 00:00:00 UTC","Vulnerable",3.1,"Unknown","Chelonoidis becki, Chelonoidis nigra becki, Geochelone becki, Geochelone elephantopus becki, Geochelone nigra becki, Testudo becki","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"116","Chelonoidis chathamensis","Chelonoidis chathamensis",82688009,9019,"Neotropical","Terrestrial","2017-01-15 00:00:00 UTC","Endangered",3.1,"Increasing","Chelonoidis nigra chathamensis, Geochelone elephantopus chathamensis, Geochelone nigra chathamensis, Testudo chathamensis","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"117","Chelonoidis donfaustoi","Chelonoidis donfaustoi",90377135,90377132,"Neotropical","Terrestrial","2016-03-26 00:00:00 UTC","Critically Endangered",3.1,"Increasing",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"118","Chelonoidis guntheri","Chelonoidis guntheri",116505802,9022,"Neotropical","Terrestrial","2015-08-15 00:00:00 UTC","Critically Endangered",3.1,"Unknown","Chelonoidis guntheri, Chelonoidis nigra guentheri, Chelonoidis nigra wallacei, Chelonoidis vicina guntheri, Chelonoidis vicina guentheri,Geochelone nigra guntheri, Geochelone nigra guentheri, Geochelone nigra wallacei, Testudo guntheri, Testudo wallacei","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"119","Chelonoidis microphyes","Chelonoidis microphyes",116506297,9025,"Neotropical","Terrestrial","2015-08-15 00:00:00 UTC","Endangered",3.1,"Unknown","Chelonoidis nigra microphyes, Chelonoidis vicina microphyes, Geochelone nigra microphyes, Testudo macrophyes, Testudo microphyes","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"120","Chelonoidis niger","Chelonoidis niger",3149101,9023,"Neotropical","Terrestrial","2017-01-25 00:00:00 UTC","Extinct",3.1,"","Chelonoidis nigra nigra, Geochelone elephantopus galapagoensis, Geochelone elephantopus nigra, Geochelone nigra galapagoensis, Geochelone nigra nigra, Testudo californiana, Testudo galapagoensis, Testudo nigra","Predation",NA,1,NA,"",NA,0,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",80,"included_species","Reptiles"
"121","Chelonoidis porteri","Chelonoidis porteri",82777132,9026,"Neotropical","Terrestrial","2016-03-26 00:00:00 UTC","Critically Endangered",3.1,"Increasing","Chelonoidis nigra nigrita, Chelonoidis nigra porteri, Chelonoidis porteri, Geochelone elephantopus nigrita, Geochelone elephantopus porteri, Geochelone nigra porteri, Geochelone nigra nigrita, Testudo nigrita, Testudo porteri","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"122","Chelonoidis vicina","Chelonoidis vicina",144765855,9028,"Neotropical","Terrestrial","2015-08-15 00:00:00 UTC","Endangered",3.1,"Unknown","Chelonoidis nigra vicina, Chelonoidis vicina vicina, Geochelone elephantopus vicina, Geochelone nigra vicina","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"123","Chilabothrus chrysogaster","Chilabothrus chrysogaster",15154888,15154880,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Epicrates chrysogaster, Homalochilus chrysogaster","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"124","Chilabothrus exsul","Chilabothrus exsul",15155082,15155078,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Epicrates exsul","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"125","Chilabothrus granti","Chilabothrus granti",18979910,7829,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Endangered",3.1,"Decreasing","Chilabothrus monensis granti, Epicrates monensis granti","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"126","Chilabothrus monensis","Chilabothrus monensis",18979328,7823,"Neotropical","Terrestrial","2015-07-22 00:00:00 UTC","Near Threatened",3.1,"Stable","Chilabothrus monensis monensis, Epicrates gracilis monensis, Epicrates monensis monensis","Predation",NA,0,1,"",NA,3,2,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"127","Chilabothrus subflavus","Chilabothrus subflavus",18979286,7826,"Neotropical","Terrestrial","2015-07-21 00:00:00 UTC","Vulnerable",3.1,"Decreasing","Epicrates subflavus","Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"128","Chioninia coctei","Chioninia coctei",217783334,13152363,"Afrotropical","Terrestrial","2012-09-17 00:00:00 UTC","Extinct",3.1,"","Charactodon coctei, Euprepes coctei, Gongylus coctei, Macroscincus coctaei, Macroscincus coctei","Predation, competition",NA,0,NA,"",NA,1,2,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Reptiles"
"129","Chioninia stangeri","Chioninia stangeri",13152438,13152431,"Afrotropical","Terrestrial","2012-09-17 00:00:00 UTC","Near Threatened",3.1,"Unknown","Euprepes hopfferi, Euprepes polylepis, Euprepis stangeri","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-01-01T00:00:00Z",NA,"included_species","Reptiles"
"130","Chlidonias albostriatus","Chlidonias albostriatus",131931677,22694750,"Australasian","Terrestrial|Freshwater (=Inland waters)|Marine","2022-07-25 00:00:00 UTC","Endangered",3.1,"Decreasing","Hydrochelidon albostriata","Predation",NA,3,NA,"",NA,4,5,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",94.69,"included_species","Birds"
"131","Chlorodrepanis stejnegeri","Chlorodrepanis stejnegeri",223174818,22720756,"Oceanian","Terrestrial","2023-07-20 00:00:00 UTC","Endangered",3.1,"Decreasing","Hemignathus kauaiensis, Viridonia stejnegeri","Predation",NA,0,NA,"",NA,5,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",16.64,"included_species","Birds"
"132","Cinclodes antarcticus","Cinclodes antarcticus",93860479,103670928,"Neotropical","Terrestrial|Marine","2016-10-01 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",63.2,"included_species","Birds"
"133","Cinclodes maculirostris","Cinclodes maculirostris",192074027,103670944,"Neotropical","Terrestrial|Marine","2020-12-07 00:00:00 UTC","Near Threatened",3.1,"Decreasing",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",63.2,"included_species","Birds"
"134","Cincloramphus llaneae","Cincloramphus llaneae",152667776,22715535,"Oceanian","Terrestrial","2019-06-13 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Cichlornis llaneae llaneae, Megalurulus llaneae","Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Birds"
"135","Cincloramphus turipavae","Cincloramphus turipavae",208344323,103798488,"Australasian","Terrestrial","2021-09-29 00:00:00 UTC","Near Threatened",3.1,"Decreasing","Megalurulus turipavae","Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-07-01T00:00:00Z",NA,"included_species","Birds"
"136","Cnemaspis anslemi","Cnemaspis anslemi",158782483,158782388,"Indomalayan","Terrestrial","2019-09-16 00:00:00 UTC","Vulnerable",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"137","Cnemaspis latha","Cnemaspis latha",123312187,197235,"Indomalayan","Terrestrial","2019-09-16 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"138","Cnemaspis nilgala","Cnemaspis nilgala",149323785,149323623,"Indomalayan","Terrestrial","2019-07-16 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",NA,"included_species","Reptiles"
"139","Cnemaspis rammalensis","Cnemaspis rammalensis",127938924,127938795,"Indomalayan","Terrestrial","2019-09-16 00:00:00 UTC","Critically Endangered",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"140","Cnemaspis thachanaensis","Cnemaspis thachanaensis",112239688,112239651,"Indomalayan","Terrestrial","2017-05-23 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-04-01T00:00:00Z",NA,"included_species","Reptiles"
"141","Cnemidophorus flavissimus","Cnemidophorus flavissimus",50011770,50011766,"Neotropical","Terrestrial","2014-11-26 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"142","Cnemidophorus rostralis","Cnemidophorus rostralis",50012116,50012113,"Neotropical","Terrestrial","2014-11-26 00:00:00 UTC","Near Threatened",3.1,"Stable",NA,"Predation",NA,0,NA,"",NA,1,NA,"",NA,"","","","","","","",NA,"2025-03-01T00:00:00Z",NA,"included_species","Reptiles"
"143","Coccyzus bahamensis","Coccyzus bahamensis",178654750,22728160,"Neotropical","Terrestrial","2020-08-27 00:00:00 UTC","Near Threatened",3.1,"Unknown",NA,"Predation",NA,0,NA,"",NA,0,NA,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",169.59,"included_species","Birds"
"144","Coccyzus ferrugineus","Coccyzus ferrugineus",178653886,22684340,"Neotropical","Terrestrial","2020-08-27 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,1,NA,"",NA,0,1,"",NA,"","","","","","","",NA,"2025-06-01T00:00:00Z",70,"included_species","Birds"
"145","Coenocorypha aucklandica","Coenocorypha aucklandica",182916100,22727499,"Australasian","Terrestrial","2022-02-17 00:00:00 UTC","Near Threatened",3.1,"Stable","Coenocorypha huegeli, Coenocorypha barrierensis, Coenocorypha iredalei","Predation",NA,1,2,"",NA,2,NA,"",1,"","","","","","","",NA,"2025-06-01T00:00:00Z",108.24,"included_species","Birds"
"146","Coenocorypha barrierensis","Coenocorypha barrierensis",246199261,62178398,"Oceanian","Terrestrial","2023-09-30 00:00:00 UTC","Extinct",3.1,"","Coenocorypha aucklandica barrierensis","Predation",NA,1,4,"",NA,1,1,"",3,"","","","","","","1",NA,"2025-06-01T00:00:00Z",NA,"included_species","Birds"
"147","Coenocorypha iredalei","Coenocorypha iredalei",209950103,22727515,"Oceanian","Terrestrial","2023-09-30 00:00:00 UTC","Extinct",3.1,"",NA,"Predation",NA,0,NA,"",NA,1,1,"",NA,"","","","","","","Not attributed",NA,"2025-05-01T00:00:00Z",NA,"included_species","Birds"
"148","Coenocorypha pusilla","Coenocorypha pusilla",182890601,22693137,"Australasian","Terrestrial","2022-04-11 00:00:00 UTC","Vulnerable",3.1,"Stable",NA,"Predation",NA,0,1,"",NA,2,2,"",2,"","","","","","","",NA,"2025-06-01T00:00:00Z",80.5,"included_species","Birds"
"149","Coenocorypha pusilla","Coenocorypha pusilla",182890601,22693137,"Australasian","Terrestrial","2022-04-11 00:00:00 UTC","Vulnerable",3.1,"Stable","Coenocorypha aucklandica","Predation",NA,0,1,"",NA,2,2,"",2,"","","","","","","",NA,"2025-06-01T00:00:00Z",80.5,"included_species","Birds"
