cited_by_id,article_id,edge_type,scientificName,encounter_method
(Dickman et al. 1993)_EXCLUDE_1_Opinion claim_NA_NA,(Serena et al. 1991)_EXCLUDE_0_Opinion claim_NA_NA,citation,Dasyurus geoffroii,snowball
(Dickman et al. 1993)_EXCLUDE_1_Opinion claim_NA_NA,(Serena et al. 1991)_EXCLUDE_0_No claim_NA_NA,citation,Isoodon auratus,snowball
(Dilley et al. 2018)_INCLUDE_NA_Population not in support_yes_no,(Dilley et al. 2017)_INCLUDE_NA_Population not in support_yes_no,citation,Procellaria cinerea,snowball
(Dilley et al. 2018)_INCLUDE_NA_Population in support_yes_no,(Dilley et al. 2017)_INCLUDE_NA_Population not in support_yes_no,citation,Procellaria cinerea,snowball
(Doherty et al. 2016) core source_claim,(Castellanos & Rodriguez-Estrella 1993)_EXCLUDE_?_Opinion claim_NA_NA,citation,Mimus graysoni,core_sources
(Doherty et al. 2016) core source_claim,(Engilis Jr & Pratt 1993)_EXCLUDE_1_No claim_NA_NA,citation,Anas wyvilliana,core_sources
(Doherty et al. 2016) core source_claim,(Whitaker et al. 2005)_EXCLUDE_0_Inaccessible_NA_NA,citation,Bavayia exsuccida,core_sources
(Doherty et al. 2016) core source_claim,(Whitaker et al. 2005)_EXCLUDE_0_Inaccessible_NA_NA,citation,Bavayia goroensis,core_sources
(Doherty et al. 2016) core source_claim,(Whitaker et al. 2005)_EXCLUDE_0_Inaccessible_NA_NA,citation,Bavayia ornata,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko kaalaensis,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko koniambo,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko poumensis,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko validiclavis,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_No claim_NA_NA,citation,Eurydactylodes occidentalis,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006a)_EXCLUDE_1_No claim_NA_NA,citation,Oedodera marmorata,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006b)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko inexpectatus,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006b)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko nehoueensis,core_sources
(Doherty et al. 2016) core source_claim,(Bauer et al. 2006b)_EXCLUDE_1_Opinion claim_NA_NA,citation,Dierogekko thomaswhitei,core_sources
(Doherty et al. 2016) core source_claim,(Meckstroth et al. 2007)_EXCLUDE_1_No claim_NA_NA,citation,Reithrodontomys raviventris,core_sources
(Doherty et al. 2016) core source_claim,(Rodríguez-Ferraro & Sanz 2007)_INCLUDE_NA_Predation in support_no_no,citation,Amazona barbadensis,core_sources
(Doherty et al. 2016) core source_claim,(Cheke 1987)_EXCLUDE_0_Inaccessible_NA_NA,citation,Aphanapteryx bonasia,core_sources
(Doherty et al. 2016) core source_claim,(Cheke 1987)_EXCLUDE_0_Inaccessible_NA_NA,citation,Pezophaps solitaria,core_sources
(Doherty et al. 2016) core source_claim,(Valido et al. 2000)_EXCLUDE_1_Opinion claim_NA_NA,citation,Gallotia bravoana,core_sources
(Doherty et al. 2016) core source_claim,(Autai et al. 2012)_EXCLUDE_0_Inaccessible_NA_NA,citation,Todiramphus godeffroyi,core_sources
(Doherty et al. 2016) core source_claim,(ACAP 2009a)_EXCLUDE_0_Opinion claim_NA_NA,citation,Diomedea antipodensis,core_sources
(Doherty et al. 2016) core source_claim,(ACAP 2010a)_EXCLUDE_0_Inaccessible_NA_NA,citation,Diomedea amsterdamensis,core_sources
(Doherty et al. 2016) core source_claim,(ACAP 2010c)_EXCLUDE_0_Opinion claim_NA_NA,citation,Phoebetria fusca,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura cornuta,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura cychlura,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura lewisi,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura pinguis,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura ricordii,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Cyclura stejnegeri,core_sources
(Doherty et al. 2016) core source_claim,(Alberts 2000) core source_claim,citation,Iguana delicatissima,core_sources
(Doherty et al. 2016) core source_claim,(Andreone & Guarino 2003)_EXCLUDE_1_Opinion claim_NA_NA,citation,Chioninia coctei,core_sources
(Doherty et al. 2016) core source_claim,(Arcos 2011)_EXCLUDE_0_Inaccessible_NA_NA,citation,Puffinus mauretanicus,core_sources
(Doherty et al. 2016) core source_claim,(Arnaud et al. 1993)_INCLUDE_NA_Predation in support_no_no,citation,Urosaurus auriculatus,core_sources
(Doherty et al. 2016) core source_claim,(Araya et al. 2000)_EXCLUDE_0_Inaccessible_NA_NA,citation,Spheniscus humboldti,core_sources
(Doherty et al. 2016) core source_claim,(Lloyd 2001)_INCLUDE_NA_Predation in support_no_no,citation,Mystacina tuberculata,core_sources
(Doherty et al. 2016) core source_claim,(Gangloff et al. 2009)_EXCLUDE_1_No claim_NA_NA,citation,Pterodroma alba,core_sources
(Doherty et al. 2016) core source_claim,(Hardman 2006)_INCLUDE_NA_Predation in support_no_no,citation,Lagostrophus fasciatus,core_sources
(Doherty et al. 2016) core source_claim,(Miller & Mullette 1985)_INCLUDE_NA_Predation not in support_no_no,citation,Hypotaenidia sylvestris,core_sources
(Doherty et al. 2016) core source_claim,(Keitt et al. 2005)_EXCLUDE_0_Inaccessible_NA_NA,citation,Hydrobates macrodactylus,core_sources
(Doherty et al. 2016) core source_claim,(Wilson & van Veen 2005)_EXCLUDE_0_Inaccessible_NA_NA,citation,Cyclura collei,core_sources
(Doherty et al. 2016) core source_claim,(Bentz et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Gonatodes daudini,core_sources
(Doherty et al. 2016) core source_claim,(Bentz et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Sphaerodactylus kirbyi,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2012)_INCLUDE_NA_Predation in support_no_no,citation,Puffinus yelkouan,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2010a)_INCLUDE_NA_Predation in support_no_no,citation,Diplothrix legata,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2010a)_INCLUDE_NA_Predation in support_no_no,citation,Pentalagus furnessi,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2010a)_INCLUDE_NA_Predation in support_no_no,citation,Sylvilagus mansuetus,core_sources
(Doherty et al. 2016) core source_claim,(Buller & Keulemans 1905)_INCLUDE_NA_Predation in support_no_no,citation,Traversia lyalli,core_sources
(Doherty et al. 2016) core source_claim,(Buller & Keulemans 1905)_INCLUDE_NA_Population in support_no_no,citation,Traversia lyalli,core_sources
(Doherty et al. 2016) core source_claim,(Burbidge et al. 2010)_EXCLUDE_0_Inaccessible_NA_NA,citation,Dasyornis longirostris,core_sources
(Doherty et al. 2016) core source_claim,(Burns et al. 2013)_INCLUDE_NA_Population in support_yes_yes,citation,Charadrius sanctaehelenae,core_sources
(Doherty et al. 2016) core source_claim,(Burns et al. 2013)_INCLUDE_NA_Predation in support_no_no,citation,Charadrius sanctaehelenae,core_sources
(Doherty et al. 2016) core source_claim,(O'Donnell & Hoare 2011)_EXCLUDE_1_Does not test claim_NA_NA,citation,Chlidonias albostriatus,core_sources
(Doherty et al. 2016) core source_claim,(Jones et al. 1995)_INCLUDE_NA_Predation in support_no_no,citation,Falco punctatus,core_sources
(Doherty et al. 2016) core source_claim,(MacFarland et al. 1974a)_INCLUDE_NA_Population not in support_yes_no,citation,Chelonoidis niger,core_sources
(Doherty et al. 2016) core source_claim,(MacFarland et al. 1974a)_INCLUDE_NA_Predation in support_no_no,citation,Chelonoidis niger,core_sources
(Doherty et al. 2016) core source_claim,(MacFarland et al. 1974b)_EXCLUDE_1_Opinion claim_NA_NA,citation,Chelonoidis niger,core_sources
(Doherty et al. 2016) core source_claim,(Robertson 2001)_EXCLUDE_0_No claim_NA_NA,citation,Diomedea sanfordi,core_sources
(Doherty et al. 2016) core source_claim,(Lorenzo et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,citation,Sylvilagus mansuetus,core_sources
(Doherty et al. 2016) core source_claim,(Palmer et al. 2003)_EXCLUDE_0_Opinion claim_NA_NA,citation,Isoodon auratus,core_sources
(Doherty et al. 2016) core source_claim,(Veitch et al. 2004)_EXCLUDE_1_Opinion claim_NA_NA,citation,Pterodroma cervicalis,core_sources
(Doherty et al. 2016) core source_claim,(Cade & Jones 1993)_EXCLUDE_1_Inaccessible_NA_NA,citation,Falco punctatus,core_sources
(Doherty et al. 2016) core source_claim,(Clough 1976)_EXCLUDE_1_No claim_NA_NA,citation,Geocapromys thoracatus,core_sources
(Doherty et al. 2016) core source_claim,(Collar 2015)_EXCLUDE_1_Opinion claim_NA_NA,citation,Didunculus strigirostris,core_sources
(Doherty et al. 2016) core source_claim,(Copley 1999a)_INCLUDE_NA_Predation in support_no_no,citation,Leporillus conditor,core_sources
(Doherty et al. 2016) core source_claim,(Duffy & Capece 2014)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma sandwichensis,core_sources
(Doherty et al. 2016) core source_claim,(Kesler et al. 2012)_EXCLUDE_1_Opinion claim_NA_NA,citation,Todiramphus gambieri,core_sources
(Doherty et al. 2016) core source_claim,(Wills et al. 2003)_INCLUDE_NA_Predation in support_no_no,citation,Charadrius obscurus,core_sources
(Doherty et al. 2016) core source_claim,(Wills et al. 2003)_INCLUDE_NA_Predation not in support_no_no,citation,Charadrius obscurus,core_sources
(Doherty et al. 2016) core source_claim,(James et al. 2007)_EXCLUDE_0_Inaccessible_NA_NA,citation,Pteropus melanotus,core_sources
(Doherty et al. 2016) core source_claim,(Priddel et al. 2008)_EXCLUDE_1_Opinion claim_NA_NA,citation,Pseudobulweria macgillivrayi,core_sources
(Doherty et al. 2016) core source_claim,(Priddel & Wheeler 1996)_EXCLUDE_1_Opinion claim_NA_NA,citation,Leipoa ocellata,core_sources
(Doherty et al. 2016) core source_claim,(Priddel & Wheeler 1997)_INCLUDE_NA_Predation in support_no_no,citation,Leipoa ocellata,core_sources
(Doherty et al. 2016) core source_claim,(Priddel & Wheeler 1994)_INCLUDE_NA_Predation in support_no_no,citation,Leipoa ocellata,core_sources
(Doherty et al. 2016) core source_claim,(Darby et al. 1990)_INCLUDE_NA_Predation in support_no_no,citation,Megadyptes antipodes,core_sources
(Doherty et al. 2016) core source_claim,(Day et al. 2003)_EXCLUDE_0_Opinion claim_NA_NA,citation,Puffinus newelli,core_sources
(Doherty et al. 2016) core source_claim,(Deem et al. 2010)_EXCLUDE_NA_Does not test claim_NA_NA,citation,Spheniscus mendiculus,core_sources
(Doherty et al. 2016) core source_claim,(Conservation 2001a)_EXCLUDE_0_Opinion claim_NA_NA,citation,Petroica traversi,core_sources
(Doherty et al. 2016) core source_claim,(Conservation 2001b)_EXCLUDE_0_Opinion claim_NA_NA,citation,Pterodroma magentae,core_sources
(Doherty et al. 2016) core source_claim,(Wildlife 2014)_EXCLUDE_0_Opinion claim_NA_NA,citation,Dasyornis longirostris,core_sources
(Doherty et al. 2016) core source_claim,(Wildlife 2014)_EXCLUDE_0_Inaccessible_NA_NA,citation,Atrichornis clamosus,core_sources
(Doherty et al. 2016) core source_claim,(Management 2010)_EXCLUDE_0_Opinion claim_NA_NA,citation,Xeromys myoides,core_sources
(Doherty et al. 2016) core source_claim,(Dowding & Murphy 2001)_INCLUDE_NA_Population in support_yes_no,citation,Coenocorypha pusilla,core_sources
(Doherty et al. 2016) core source_claim,(Dowding & Murphy 2001)_EXCLUDE_1_Opinion claim_NA_NA,citation,Haematopus chathamensis,core_sources
(Doherty et al. 2016) core source_claim,(Dowding & Murphy 2001)_EXCLUDE_1_Opinion claim_NA_NA,citation,Thinornis novaeseelandiae,core_sources
(Doherty et al. 2016) core source_claim,(Dutson 2013)_EXCLUDE_1_Opinion claim_NA_NA,citation,Zosterops albogularis,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2010b)_INCLUDE_NA_Population in support_yes_no,citation,Puffinus yelkouan,core_sources
(Doherty et al. 2016) core source_claim,(Bonnaud et al. 2009)_INCLUDE_NA_Predation in support_no_no,citation,Puffinus yelkouan,core_sources
(Doherty et al. 2016) core source_claim,(Rave et al. 2005)_INCLUDE_NA_Predation in support_no_no,citation,Branta sandvicensis,core_sources
(Doherty et al. 2016) core source_claim,(Mellink et al. 2002)_EXCLUDE_1_Opinion claim_NA_NA,citation,Peromyscus guardia,core_sources
(Doherty et al. 2016) core source_claim,(Kennedy 2009)_EXCLUDE_0_Opinion claim_NA_NA,citation,Petroica traversi,core_sources
(Doherty et al. 2016) core source_claim,(Engeman et al. 2006)_EXCLUDE_1_Opinion claim_NA_NA,citation,Amazona vittata,core_sources
(Doherty et al. 2016) core source_claim,(Andreone & Gavetti 1998)_EXCLUDE_1_Opinion claim_NA_NA,citation,Chioninia coctei,core_sources
(Doherty et al. 2016) core source_claim,(Cruz-Delgado et al. 2010)_INCLUDE_NA_Predation not in support_no_no,citation,Pterodroma phaeopygia,core_sources
(Doherty et al. 2016) core source_claim,(Vilella 1995)_EXCLUDE_1_No claim_NA_NA,citation,Antrostomus noctitherus,core_sources
(Doherty et al. 2016) core source_claim,(Faulquier et al. 2009)_INCLUDE_NA_Predation in support_no_no,citation,Pterodroma baraui,core_sources
(Doherty et al. 2016) core source_claim,(Fisher et al. 2001)_INCLUDE_NA_Predation in support_no_no,citation,Onychogalea fraenata,core_sources
(Doherty et al. 2016) core source_claim,(Friend & Thomas 1994)_INCLUDE_NA_Predation in support_no_no,citation,Myrmecobius fasciatus,core_sources
(Doherty et al. 2016) core source_claim,(Friend 1990)_EXCLUDE_1_Opinion claim_NA_NA,citation,Myrmecobius fasciatus,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Diomedea epomophora,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,citation,Eudyptes pachyrhynchus,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Megadyptes antipodes,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,citation,Phalacrocorax featherstoni,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Procellaria westlandica,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Pterodroma axillaris,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_Opinion claim_NA_NA,citation,Pterodroma cervicalis,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,citation,Pterodroma magentae,core_sources
(Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,citation,Sternula nereis,core_sources
(Doherty et al. 2016) core source_claim,(Elliott & Kemp 2004)_EXCLUDE_0_No claim_NA_NA,citation,Nestor notabilis,core_sources
(Doherty et al. 2016) core source_claim,(Witteman et al. 1990)_EXCLUDE_?_Inaccessible_NA_NA,citation,Hypotaenidia owstoni,core_sources
(Doherty et al. 2016) core source_claim,(Galbreath & Brown 2004)_INCLUDE_NA_Predation in support_no_no,citation,Traversia lyalli,core_sources
(Doherty et al. 2016) core source_claim,(Galbreath & Brown 2004)_INCLUDE_NA_Population in support_no_no,citation,Traversia lyalli,core_sources
(Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_claim,citation,Atrichornis clamosus,core_sources
(Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_claim,citation,Dasyornis longirostris,core_sources
(Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_claim,citation,Phoebetria fusca,core_sources
(Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_claim,citation,Turnix olivii,core_sources
(Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_claim,citation,Neophema chrysogaster,core_sources
(Doherty et al. 2016) core source_claim,(Gibbons 1984)_EXCLUDE_1_Opinion claim_NA_NA,citation,Brachylophus bulabula,core_sources
(Doherty et al. 2016) core source_claim,(Gibbons 1984)_EXCLUDE_1_Opinion claim_NA_NA,citation,Brachylophus fasciatus,core_sources
(Doherty et al. 2016) core source_claim,(Gibbons 1984)_EXCLUDE_1_Opinion claim_NA_NA,citation,Brachylophus vitiensis,core_sources
(Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_INCLUDE_NA_Population in support_yes_no,citation,Apteryx australis,core_sources
(Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_INCLUDE_NA_Predation in support_no_no,citation,Apteryx australis,core_sources
(Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_EXCLUDE_1_No claim_NA_NA,citation,Apteryx mantelli,core_sources
(Doherty et al. 2016) core source_claim,(Gordon et al. 2015)_INCLUDE_NA_Population not in support_yes_yes,citation,Notomys fuscus,core_sources
(Doherty et al. 2016) core source_claim,(Grant et al. 1997)_EXCLUDE_1_Opinion claim_NA_NA,citation,Hemiphaga chathamensis,core_sources
(Doherty et al. 2016) core source_claim,(Green 1992)_EXCLUDE_1_Opinion claim_NA_NA,citation,Anas eatoni,core_sources
(Doherty et al. 2016) core source_claim,(Greenway 1967)_EXCLUDE_0_Inaccessible_NA_NA,citation,Anthornis melanocephala,core_sources
(Doherty et al. 2016) core source_claim,(Greenway 1967)_EXCLUDE_0_Inaccessible_NA_NA,citation,Turnagra tanagra,core_sources
(Doherty et al. 2016) core source_claim,(Greenway 1967)_EXCLUDE_0_Inaccessible_NA_NA,citation,Zoothera terrestris,core_sources
(Doherty et al. 2016) core source_claim,(Hasegawa et al. 2002)_EXCLUDE_1_Opinion claim_NA_NA,citation,Synthliboramphus wumizusume,core_sources
(Doherty et al. 2016) core source_claim,(Ratz & Murphy 1999)_EXCLUDE_1_Opinion claim_NA_NA,citation,Megadyptes antipodes,core_sources
(Doherty et al. 2016) core source_claim,(Hahn & Römer 2002)_INCLUDE_NA_Predation in support_no_no,citation,Sephanoides fernandensis,core_sources
(Doherty et al. 2016) core source_claim,(Hahn & Römer 2002)_EXCLUDE_0_No claim_NA_NA,citation,Aphrastura masafuerae,core_sources
(Doherty et al. 2016) core source_claim,(Hahn et al. 2004)_EXCLUDE_1_Opinion claim_NA_NA,citation,Aphrastura masafuerae,core_sources
(Doherty et al. 2016) core source_claim,(Hedges & Conn 2012)_EXCLUDE_1_Opinion claim_NA_NA,citation,Spondylurus monae,core_sources
(Doherty et al. 2016) core source_claim,(Efraín et al. 2000)_INCLUDE_NA_Predation in support_no_no,citation,Gallotia intermedia,core_sources
(Doherty et al. 2016) core source_claim,(Hodum & Wainstein 2003)_EXCLUDE_0_Opinion claim_NA_NA,citation,Pterodroma longirostris,core_sources
(Doherty et al. 2016) core source_claim,(Hoshide et al. 1990)_INCLUDE_NA_Predation in support_no_no,citation,Branta sandvicensis,core_sources
(Doherty et al. 2016) core source_claim,(Hume 2011)_EXCLUDE_1_No claim_NA_NA,citation,Nesoenas duboisi,core_sources
(Doherty et al. 2016) core source_claim,(Hunt 1997)_INCLUDE_NA_Predation in support_no_no,citation,Rhynochetos jubatus,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Acrocephalus aequinoctialis,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Acrocephalus vaughani,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Aegotheles savesi,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Algyroides marchi,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Alsophis rufiventris,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Amblyrhynchus cristatus,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Anarhynchus frontalis,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Anthornis melanocephala,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Aphanapteryx bonasia,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Aphelocoma coerulescens,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Aplonis santovestris,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Apteryx australis,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Apteryx haastii,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Apteryx mantelli,core_sources
(Doherty et al. 2016) core source_claim,(IUCN 2025) core source_claim,citation,Ardenna creatopus,core_sources
