node_id,article_node_name,evidence_inclusion,Peer_reviewed_source,evidence_type,has_data,of_quality,evidence_type_synthetic,evidence_type_fine,evidence_type_simple,in_support
(Moseby et al. 2019)_INCLUDE_NA_Population in support_yes_no,(Moseby et al. 2019),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Moseby et al. 2020)_INCLUDE_NA_Population in support_yes_no,(Moseby et al. 2020),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Neave et al. 2024)_INCLUDE_NA_Population in support_yes_no,(Neave et al. 2024),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Norton et al. 2015)_INCLUDE_NA_Population not in support_yes_no,(Norton et al. 2015),INCLUDE,,Population not in support,yes,no,Population not in support with data,Population not in support with data,Population with data,No
(Palmer et al. 2021)_INCLUDE_NA_Population not in support_yes_no,(Palmer et al. 2021),INCLUDE,,Population not in support,yes,no,Population not in support with data,Population not in support with data,Population with data,No
(Paltridge et al. 2020)_INCLUDE_NA_Population in support_no_no,(Paltridge et al. 2020),INCLUDE,,Population in support,no,no,Population in support without data,Population in support without data,Population without data,Yes
(Paltridge et al. 2020)_INCLUDE_NA_Predation not in support_no_no,(Paltridge et al. 2020),INCLUDE,,Predation not in support,no,no,Predation not in support without data,Predation not in support without data,Predation without data,No
(Paltridge 2005)_INCLUDE_NA_Population not in support_yes_no,(Paltridge 2005),INCLUDE,,Population not in support,yes,no,Population not in support with data,Population not in support with data,Population with data,No
(Priddel & Wheeler 2004)_INCLUDE_NA_Predation in support_no_no,(Priddel & Wheeler 2004),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Read et al. 2019a)_INCLUDE_NA_Predation in support_no_no,(Read et al. 2019a),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Read et al. 2019a)_INCLUDE_NA_Predation not in support_no_no,(Read et al. 2019a),INCLUDE,,Predation not in support,no,no,Predation not in support without data,Predation not in support without data,Predation without data,No
(Rees et al. 2024)_INCLUDE_NA_Population not in support_yes_yes,(Rees et al. 2024),INCLUDE,,Population not in support,yes,yes,Population not in support with data of quality,Population not in support with data of quality,Population with data,No
(Richards 2012a)_INCLUDE_NA_Population not in support_no_no,(Richards 2012a),INCLUDE,,Population not in support,no,no,Population not in support without data,Population not in support without data,Population without data,No
(Robinson et al. 2021)_INCLUDE_NA_Predation not in support_no_no,(Robinson et al. 2021),INCLUDE,,Predation not in support,no,no,Predation not in support without data,Predation not in support without data,Predation without data,No
(Robinson et al. 2020)_INCLUDE_NA_Predation not in support_no_no,(Robinson et al. 2020),INCLUDE,,Predation not in support,no,no,Predation not in support without data,Predation not in support without data,Predation without data,No
(Robley et al. 2022)_INCLUDE_NA_Population not in support_yes_yes,(Robley et al. 2022),INCLUDE,,Population not in support,yes,yes,Population not in support with data of quality,Population not in support with data of quality,Population with data,No
(Schwarz 1995)_INCLUDE_NA_Predation in support_no_no,(Schwarz 1995),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Short & Hide 2012)_INCLUDE_NA_Predation in support_no_no,(Short & Hide 2012),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Southgate et al. 2007)_INCLUDE_NA_Population not in support_yes_yes,(Southgate et al. 2007),INCLUDE,,Population not in support,yes,yes,Population not in support with data of quality,Population not in support with data of quality,Population with data,No
(Stobo-Wilson et al. 2020)_INCLUDE_NA_Population in support_yes_no,(Stobo-Wilson et al. 2020),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Stobo-Wilson et al. 2020)_INCLUDE_NA_Population in support_yes_yes,(Stobo-Wilson et al. 2020),INCLUDE,,Population in support,yes,yes,Population in support with data of quality,Population in support with data of quality,Population with data,Yes
(Stokeld et al. 2016)_INCLUDE_NA_Predation in support_no_no,(Stokeld et al. 2016),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Trewella et al. 2023)_INCLUDE_NA_Population not in support_yes_yes,(Trewella et al. 2023),INCLUDE,,Population not in support,yes,yes,Population not in support with data of quality,Population not in support with data of quality,Population with data,No
(Vernes et al. 2021a)_INCLUDE_NA_Predation in support_no_no,(Vernes et al. 2021a),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Wallach & Lundgren 2025)_INCLUDE_NA_Population in support_yes_no,(Wallach & Lundgren 2025),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Wayne et al. 2017b)_INCLUDE_NA_Population in support_yes_no,(Wayne et al. 2017b),INCLUDE,,Population in support,yes,no,Population in support with data,Population in support with data,Population with data,Yes
(Wheeler & Priddel 2009)_INCLUDE_NA_Predation in support_no_no,(Wheeler & Priddel 2009),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Wysong 2016)_INCLUDE_NA_Predation in support_no_no,(Wysong 2016),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Molloy & Daniel 1995)_INCLUDE_NA_Predation in support_no_no,(Molloy & Daniel 1995),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
(Van Denburgh 1924)_EXCLUDE_NA_No claim_NA_NA,(Van Denburgh 1924),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
(Scott & Morrison 1990)_EXCLUDE_Peer-reviewed journal article_Failure to access or locate online full citation_NA_NA,(Scott & Morrison 1990),EXCLUDE,Peer-reviewed journal article,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(McClellan & Wood 2004)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(McClellan & Wood 2004),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Copley 1999a)_EXCLUDE_NA_No claim_NA_NA,(Copley 1999a),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
D. Algars pers. comm._EXCLUDE_NA_Personal communication_NA_NA,D. Algars pers. comm.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
(Dickman 1993)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(Dickman 1993),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Dickman 1994)_EXCLUDE_NA_No claim_NA_NA,(Dickman 1994),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
"(Fancourt 2011)_EXCLUDE_Newspaper, newsletter or magazine_Failure to access or locate online full citation_NA_NA",(Fancourt 2011),EXCLUDE,"Newspaper, newsletter or magazine",Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Fisher & Goldizen 2001)_EXCLUDE_NA_No claim_NA_NA,(Fisher & Goldizen 2001),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
(Ford et al. 2003)_EXCLUDE_NA_Expert opinion_NA_NA,(Ford et al. 2003),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
J. Augusteyn pes. Comm._EXCLUDE_NA_Personal communication_NA_NA,J. Augusteyn pes. Comm.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
K. Morris pers. comms._EXCLUDE_NA_Personal communication_NA_NA,K. Morris pers. comms.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
K. Morris pes. comm._EXCLUDE_NA_Personal communication_NA_NA,K. Morris pes. comm.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
(Kinnear et al. 2002)_EXCLUDE_NA_No claim_NA_NA,(Kinnear et al. 2002),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
(Martin & Temple-Smith 2012)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(Martin & Temple-Smith 2012),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Menkhorst 2003)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(Menkhorst 2003),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Menkhorst & Broome 2006)_EXCLUDE_NA_Expert opinion_NA_NA,(Menkhorst & Broome 2006),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
(Menkhorst et al. 2013)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(Menkhorst et al. 2013),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Menkhorst 2009)_EXCLUDE_NA_Expert opinion_NA_NA,(Menkhorst 2009),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
Menkhurst et al. 2008_EXCLUDE_NA_Missing reference_NA_NA,Menkhurst et al. 2008,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Missing reference,Excluded,Not relevant
(Mifsud 1999)_EXCLUDE_Thesis_Failure to access or locate online full citation_NA_NA,(Mifsud 1999),EXCLUDE,Thesis,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Moseby et al. 2009)_EXCLUDE_NA_No claim_NA_NA,(Moseby et al. 2009),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Antechinus bellus,NOTHING NA Antechinus bellus,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Bettongia tropica,NOTHING NA Bettongia tropica,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Isoodon auratus,NOTHING NA Isoodon auratus,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Mesembriomys gouldii,NOTHING NA Mesembriomys gouldii,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Myrmecobius fasciatus,NOTHING NA Myrmecobius fasciatus,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Pseudantechinus mimulus,NOTHING NA Pseudantechinus mimulus,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Zyzomys maini,NOTHING NA Zyzomys maini,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
NOTHING_EXCLUDE_NA_No citation given_NA_NA Zyzomys palatalis,NOTHING NA Zyzomys palatalis,EXCLUDE,,No citation given,,no,Opinion claim,Opinion claim,Excluded,Not relevant
(NSW Department of Environment and Climate Change 2005)_INCLUDE_NA_Predation in support_no_no,(NSW Department of Environment and Climate Change 2005),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
P. McRae pers. comm._EXCLUDE_NA_Personal communication_NA_NA,P. McRae pers. comm.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
(Pavey 2006)_EXCLUDE_NA_Expert opinion_NA_NA,(Pavey 2006),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
(Pavey et al. 2012)_EXCLUDE_NA_Expert opinion_NA_NA,(Pavey et al. 2012),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
S. Legge pers.comm._EXCLUDE_NA_Personal communication_NA_NA,S. Legge pers.comm.,EXCLUDE,NA,Inaccessible,,no,Inaccessible,Personal communication,Excluded,Not relevant
(Van Dyck & Gynther 2012)_EXCLUDE_Report_Failure to access or locate online full citation_NA_NA,(Van Dyck & Gynther 2012),EXCLUDE,Report,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Woinarski et al. 2014) core source_INCLUDE_NA_Predation in support_no_no,(Woinarski et al. 2014) core source,INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
"LCY and EAV, unpubl. data_EXCLUDE_NA_Unpublished data or article_NA_NA","LCY and EAV, unpubl. data",EXCLUDE,NA,Inaccessible,,no,Inaccessible,Unpublished data or article,Excluded,Not relevant
(Zavalaga et al. 2008b)_EXCLUDE_NA_No claim_NA_NA,(Zavalaga et al. 2008b),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
(Zino 1992)_INCLUDE_NA_Predation in support_no_no,(Zino 1992),INCLUDE,,Predation in support,no,no,Predation in support without data,Predation in support without data,Predation without data,Yes
"(Zino 1991)_EXCLUDE_Newspaper, newsletter or magazine_Failure to access or locate online full citation_NA_NA",(Zino 1991),EXCLUDE,"Newspaper, newsletter or magazine",Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Aguilar 1999)_EXCLUDE_NA_Expert opinion_NA_NA,(Aguilar 1999),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
(Best & Powlesland 1985)_EXCLUDE_Book or chapter_Failure to access or locate online full citation_NA_NA,(Best & Powlesland 1985),EXCLUDE,Book or chapter,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Bradley & Gerber 2005)_EXCLUDE_NA_Expert opinion_NA_NA,(Bradley & Gerber 2005),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
(Burbidge et al. 2000)_EXCLUDE_NA_Expert opinion_NA_NA,(Burbidge et al. 2000),EXCLUDE,,Does not test claim,,no,Does not test claim,Expert opinion,Excluded,Not relevant
(Butler 1989)_EXCLUDE_Book or chapter_Failure to access or locate online full citation_NA_NA,(Butler 1989),EXCLUDE,Book or chapter,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Watling 1995)_EXCLUDE_NA_No claim_NA_NA,(Watling 1995),EXCLUDE,,No claim,,no,No claim,No claim,Excluded,Not relevant
(Daniel 1990)_EXCLUDE_Book or chapter_Failure to access or locate online full citation_NA_NA,(Daniel 1990),EXCLUDE,Book or chapter,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
(Finlayson et al. 2010)_EXCLUDE_Book or chapter_Failure to access or locate online full citation_NA_NA,(Finlayson et al. 2010),EXCLUDE,Book or chapter,Inaccessible,,no,Inaccessible,Failure to access or locate online full citation,Excluded,Not relevant
