key,article_id,cited_by_id,scientificName,distance_to_terminus,article_node_name,Peer_reviewed_source,in_support,evidence_type_synthetic,has_data,of_quality,source_year
Dasyurus geoffroii (Wallach & Lundgren 2025)_external review without claim,(Wayne et al. 2011)_INCLUDE_NA_Population in support_yes_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus geoffroii,1,(Wayne et al. 2011),"",Yes,Population in support with data,yes,no,2022
Dasyurus geoffroii (Wallach & Lundgren 2025)_external review without claim,(Wayne et al. 2017a)_INCLUDE_NA_Population in support_yes_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus geoffroii,1,(Wayne et al. 2017a),"",Yes,Population in support with data,yes,no,2022
Dasyurus geoffroii (Wallach & Lundgren 2025)_external review without claim,(Wayne et al. 2017b)_INCLUDE_NA_Population in support_yes_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus geoffroii,1,(Wayne et al. 2017b),"",Yes,Population in support with data,yes,no,2022
Dasyurus geoffroii (Woinarski et al. 2014) core source_claim,(Glen et al. 2010)_INCLUDE_NA_Predation in support_no_no,(Woinarski et al. 2014) core source_claim,Dasyurus geoffroii,2,(Glen et al. 2010),"",Yes,Predation in support without data,no,no,2013
Dasyurus geoffroii (Woinarski et al. 2014) core source_claim,(Mathew 1996)_EXCLUDE_0_No claim_NA_NA,(Woinarski et al. 2014) core source_claim,Dasyurus geoffroii,2,(Mathew 1996),"",Not relevant,No claim,"",no,2013
Dasyurus geoffroii (Woinarski et al. 2014) core source_claim,(Morris et al. 2003)_EXCLUDE_?_No claim_NA_NA,(Woinarski et al. 2014) core source_claim,Dasyurus geoffroii,2,(Morris et al. 2003),"",Not relevant,No claim,"",no,2013
Dasyurus geoffroii Web of Science_Systematic external review,(Cruz et al. 2013)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Cruz et al. 2013),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Dickman 1992)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Dickman 1992),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Fernandes et al. 2023)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Fernandes et al. 2023),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Glen et al. 2010)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Glen et al. 2010),"",Yes,Predation in support without data,no,no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Harrison et al. 2025)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Harrison et al. 2025),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Hetherington et al. 2007)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Hetherington et al. 2007),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Mathew 1996)_EXCLUDE_0_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,2,(Mathew 1996),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Matthews et al. 2013)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Matthews et al. 2013),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Morris et al. 2003)_EXCLUDE_?_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,2,(Morris et al. 2003),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Moseby et al. 2015)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Moseby et al. 2015),"",Yes,Predation in support without data,no,no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Moseby et al. 2021b)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Moseby et al. 2021b),"",Yes,Predation in support without data,no,no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Moseby et al. 2022)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Moseby et al. 2022),"",Yes,Predation in support without data,no,no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Northover et al. 2024)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Northover et al. 2024),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Read et al. 2019b)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Read et al. 2019b),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Stepkovitch et al. 2024)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Stepkovitch et al. 2024),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Thompson et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Thompson et al. 2019),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Van der Weyde et al. 2023)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Van der Weyde et al. 2023),"",Not relevant,No claim,"",no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(Wayne et al. 2017b)_INCLUDE_NA_Population in support_yes_no,Web of Science_Systematic external review,Dasyurus geoffroii,1,(Wayne et al. 2017b),"",Yes,Population in support with data,yes,no,2025
Dasyurus geoffroii Web of Science_Systematic external review,(de Tores et al. 2011)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus geoffroii,1,(de Tores et al. 2011),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus (Dickman 1996b) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasyurus hallucatus,(Dickman 1996b) core source_claim,Dasyurus hallucatus,1,NOTHING NA Dasyurus hallucatus,"",Not relevant,No citation given,"",no,1994
Dasyurus hallucatus (Doherty et al. 2016) core source_claim,(Oakwood 2000)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Dasyurus hallucatus,1,(Oakwood 2000),"",Yes,Predation in support without data,no,no,2014
Dasyurus hallucatus (Doherty et al. 2016) core source_claim,(Pollock 1999)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Dasyurus hallucatus,1,(Pollock 1999),"",Yes,Predation in support without data,no,no,2014
Dasyurus hallucatus (Doherty et al. 2016) core source_claim,J. Augusteyn pes. Comm._EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Dasyurus hallucatus,2,J. Augusteyn pes. Comm.,0,Not relevant,Inaccessible,"",no,2014
Dasyurus hallucatus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasyurus hallucatus,(IUCN 2025) core source_claim,Dasyurus hallucatus,1,NOTHING NA Dasyurus hallucatus,"",Not relevant,No citation given,"",no,2014
Dasyurus hallucatus (Radford et al. 2018) core source_claim,(Morris et al. 2015)_EXCLUDE_0_Opinion claim_NA_NA,(Radford et al. 2018) core source_claim,Dasyurus hallucatus,1,(Morris et al. 2015),"",Not relevant,Opinion claim,"",no,2016
Dasyurus hallucatus (Radford et al. 2018) core source_claim,(Woinarski et al. 2011a)_INCLUDE_NA_Population not in support_yes_yes,(Radford et al. 2018) core source_claim,Dasyurus hallucatus,1,(Woinarski et al. 2011a),"",No,Population not in support with data of quality,yes,yes,2016
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Cowan et al. 2020)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Cowan et al. 2020),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Doherty et al. 2015)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Doherty et al. 2015),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Oakwood 2000)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Oakwood 2000),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Palmer et al. 2021)_INCLUDE_NA_Population not in support_yes_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Palmer et al. 2021),"",No,Population not in support with data,yes,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Peacock & Abbott 2014)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Peacock & Abbott 2014),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Pollock 1999)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Pollock 1999),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Stobo-Wilson et al. 2020)_INCLUDE_NA_Population in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Stobo-Wilson et al. 2020),"",Yes,Population in support with data of quality,yes,yes,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Stokeld et al. 2018)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Stokeld et al. 2018),"",Yes,Predation in support without data,no,no,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Trewella et al. 2023)_INCLUDE_NA_Population not in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Trewella et al. 2023),"",No,Population not in support with data of quality,yes,yes,2022
Dasyurus hallucatus (Wallach & Lundgren 2025)_external review without claim,(Woinarski et al. 2011a)_INCLUDE_NA_Population not in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Dasyurus hallucatus,1,(Woinarski et al. 2011a),"",No,Population not in support with data of quality,yes,yes,2022
Dasyurus hallucatus (Woinarski et al. 2014) core source_claim,(Oakwood 2000)_INCLUDE_NA_Predation in support_no_no,(Woinarski et al. 2014) core source_claim,Dasyurus hallucatus,1,(Oakwood 2000),"",Yes,Predation in support without data,no,no,2013
Dasyurus hallucatus (Woinarski et al. 2014) core source_claim,J. Augusteyn pes. Comm._EXCLUDE_0_Inaccessible_NA_NA,(Woinarski et al. 2014) core source_claim,Dasyurus hallucatus,1,J. Augusteyn pes. Comm.,0,Not relevant,Inaccessible,"",no,2013
Dasyurus hallucatus Web of Science_Systematic external review,(Heiniger et al. 2018)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Heiniger et al. 2018),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Indigo et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Indigo et al. 2019),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Marks et al. 2006)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Marks et al. 2006),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Moore et al. 2020)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Moore et al. 2020),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Moro et al. 2020)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Moro et al. 2020),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Moseby et al. 2021a)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Moseby et al. 2021a),"",Not relevant,No claim,"",no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Palmer et al. 2021)_INCLUDE_NA_Population not in support_yes_no,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Palmer et al. 2021),"",No,Population not in support with data,yes,no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Peacock & Abbott 2014)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Peacock & Abbott 2014),"",Yes,Predation in support without data,no,no,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Trewella et al. 2023)_INCLUDE_NA_Population not in support_yes_yes,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Trewella et al. 2023),"",No,Population not in support with data of quality,yes,yes,2025
Dasyurus hallucatus Web of Science_Systematic external review,(Woinarski et al. 2011a)_INCLUDE_NA_Population not in support_yes_yes,Web of Science_Systematic external review,Dasyurus hallucatus,1,(Woinarski et al. 2011a),"",No,Population not in support with data of quality,yes,yes,2025
Dasyurus spartacus (IUCN 2025) core source_claim,(IUCN 2025) core source_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Dasyurus spartacus,1,(IUCN 2025) core source,"",Yes,Predation in support without data,no,no,2015
Dasyurus viverrinus (Dickman 1996b) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Dasyurus viverrinus,(Dickman 1996b) core source_claim,Dasyurus viverrinus,1,NOTHING NA Dasyurus viverrinus,"",Not relevant,No citation given,"",no,1994
Dasyurus viverrinus (IUCN 2025) core source_claim,(Jones et al. 2004)_EXCLUDE_NA_Does not test claim_NA_NA,(IUCN 2025) core source_claim,Dasyurus viverrinus,1,(Jones et al. 2004),"",Not relevant,Does not test claim,"",no,2013
Dasyurus viverrinus (IUCN 2025) core source_claim,(Peacock & Abbott 2014)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Dasyurus viverrinus,1,(Peacock & Abbott 2014),"",Yes,Predation in support without data,no,no,2013
Dasyurus viverrinus (IUCN 2025) core source_claim,(Peacock & Abbott 2014)_INCLUDE_NA_Predation not in support_no_no,(IUCN 2025) core source_claim,Dasyurus viverrinus,1,(Peacock & Abbott 2014),"",No,Predation not in support without data,no,no,2013
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Fancourt et al. 2015)_INCLUDE_NA_Population not in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Fancourt et al. 2015),"",No,Population not in support with data of quality,yes,yes,2022
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Hollings et al. 2014)_INCLUDE_NA_Population in support_yes_yes,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Hollings et al. 2014),"",Yes,Population in support with data of quality,yes,yes,2022
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Peacock & Abbott 2014)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Peacock & Abbott 2014),"",Yes,Predation in support without data,no,no,2022
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Peacock & Abbott 2014)_INCLUDE_NA_Predation not in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Peacock & Abbott 2014),"",No,Predation not in support without data,no,no,2022
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Robinson et al. 2020)_INCLUDE_NA_Predation not in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Robinson et al. 2020),"",No,Predation not in support without data,no,no,2022
Dasyurus viverrinus (Wallach & Lundgren 2025)_external review without claim,(Robinson et al. 2021)_INCLUDE_NA_Predation not in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Dasyurus viverrinus,1,(Robinson et al. 2021),"",No,Predation not in support without data,no,no,2022
Dasyurus viverrinus (Woinarski et al. 2014) core source_claim,(Fancourt 2011)_EXCLUDE_0_Inaccessible_NA_NA,(Woinarski et al. 2014) core source_claim,Dasyurus viverrinus,1,(Fancourt 2011),0,Not relevant,Inaccessible,"",no,2013
Dasyurus viverrinus (Woinarski et al. 2014) core source_claim,(Jones et al. 2004)_EXCLUDE_NA_Does not test claim_NA_NA,(Woinarski et al. 2014) core source_claim,Dasyurus viverrinus,1,(Jones et al. 2004),"",Not relevant,Does not test claim,"",no,2013
Dasyurus viverrinus Web of Science_Systematic external review,(Baker & Beveridge 2001)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Baker & Beveridge 2001),"",Not relevant,No claim,"",no,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Fancourt 2014)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Fancourt 2014),"",Not relevant,No claim,"",no,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Fancourt 2016)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Fancourt 2016),"",Not relevant,Opinion claim,"",no,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Fancourt et al. 2015)_INCLUDE_NA_Population not in support_yes_yes,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Fancourt et al. 2015),"",No,Population not in support with data of quality,yes,yes,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Haines 1946)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Haines 1946),"",Not relevant,No claim,"",no,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Hocking & Guiler 1983)_EXCLUDE_1_Inaccessible_NA_NA,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Hocking & Guiler 1983),1,Not relevant,Inaccessible,"",no,2025
Dasyurus viverrinus Web of Science_Systematic external review,(Hollings et al. 2014)_INCLUDE_NA_Population in support_yes_yes,Web of Science_Systematic external review,Dasyurus viverrinus,1,(Hollings et al. 2014),"",Yes,Population in support with data of quality,yes,yes,2025
