scientificName,value,pub_year,Note
Todiramphus gambieri,(IUCN 2025) core source,2023,
Todiramphus godeffroyi,(IUCN 2025) core source,2018,
Todiramphus pelewensis,(IUCN 2025) core source,2021,
Todiramphus tutus,(IUCN 2025) core source,2018,
Todiramphus tutus,(IUCN 2025) core source,2018,
Tokudaia muenninki,(IUCN 2025) core source,2014,
Tokudaia muenninki,(IUCN 2025) core source,2014,
Tokudaia osimensis,(IUCN 2025) core source,2014,
Tokudaia osimensis,(IUCN 2025) core source,2014,
Tokudaia tokunoshimensis,(IUCN 2025) core source,2014,
Tokudaia tokunoshimensis,(IUCN 2025) core source,2014,
Toxostoma guttatum,(IUCN 2025) core source,2019,
Toxostoma guttatum,(IUCN 2025) core source,2019,
Toxostoma guttatum,(IUCN 2025) core source,2019,
Traversia lyalli,(IUCN 2025) core source,2022,
Traversia lyalli,(IUCN 2025) core source,2022,
Traversia lyalli,(IUCN 2025) core source,2022,
Trichechus manatus,(IUCN 2025) core source,2022,
Trichechus manatus,(IUCN 2025) core source,2022,
Troglodytes sissonii,(IUCN 2025) core source,2019,
Tropidophis bucculentus,(IUCN 2025) core source,2014,
Tropidophis jamaicensis,(IUCN 2025) core source,2014,
Tropidophis jamaicensis,(IUCN 2025) core source,2014,
Tropidophis schwartzi,(IUCN 2025) core source,2014,
Tropidophis stejnegeri,(IUCN 2025) core source,2014,
Tropidophis stullae,(IUCN 2025) core source,2013,
Tropidophis stullae,(IUCN 2025) core source,2013,
Tropidoscincus aubrianus,(IUCN 2025) core source,2016,
Tropidoscincus aubrianus,(IUCN 2025) core source,2016,
Tukutuku rakiurae,(IUCN 2025) core source,2017,
Tupaia nicobarica,(IUCN 2025) core source,2015,
Turdus celaenops,(IUCN 2025) core source,2017,
Turdus celaenops,(IUCN 2025) core source,2017,
Turdus ravidus,(IUCN 2025) core source,2022,
Turdus xanthorhynchus,(IUCN 2025) core source,2019,
Turnagra tanagra,(IUCN 2025) core source,2022,
Turnagra tanagra,(IUCN 2025) core source,2022,
Turnix melanogaster,(IUCN 2025) core source,2020,
Turnix olivii,(IUCN 2025) core source,2020,
Tylomys bullaris,(IUCN 2025) core source,2016,
Tympanocryptis condaminensis,(IUCN 2025) core source,2016,
Uperoleia mahonyi,(IUCN 2025) core source,2019,
Urocyon littoralis,(IUCN 2025) core source,2012,
Urosaurus auriculatus,(IUCN 2025) core source,2006,
Vini kuhlii,(IUCN 2025) core source,2022,
Vini kuhlii,(IUCN 2025) core source,2022,
Vini peruviana,(IUCN 2025) core source,2020,
Vini peruviana,(IUCN 2025) core source,2020,
Vini ultramarina,(IUCN 2025) core source,2017,
Vireo gracilirostris,(IUCN 2025) core source,2023,
Vireo gracilirostris,(IUCN 2025) core source,2023,
Wyulda squamicaudata,(IUCN 2025) core source,2013,
Xenosaurus platyceps,(IUCN 2025) core source,2006,
Xenosaurus platyceps,(IUCN 2025) core source,2006,
Xeromys myoides,(IUCN 2025) core source,2014,
Zapornia sandwichensis,(IUCN 2025) core source,2022,
Zapornia sandwichensis,(IUCN 2025) core source,2022,
Zenaida galapagoensis,(IUCN 2025) core source,2019,
Zenaida graysoni,(IUCN 2025) core source,2019,
Zenaida graysoni,(IUCN 2025) core source,2019,
Zenaida graysoni,(IUCN 2025) core source,2019,
Zenaida graysoni,(IUCN 2025) core source,2019,
Zenaida graysoni,(IUCN 2025) core source,2019,
Zoothera terrestris,(IUCN 2025) core source,2022,
Zoothera terrestris,(IUCN 2025) core source,2022,
Zoothera terrestris,(IUCN 2025) core source,2022,
Zoothera turipavae,(IUCN 2025) core source,2023,
Zoothera turipavae,(IUCN 2025) core source,2023,
Zosterops albogularis,(IUCN 2025) core source,2023,
Zosterops tenuirostris,(IUCN 2025) core source,2020,
Zosterops tenuirostris,(IUCN 2025) core source,2020,
Zyzomys maini,(IUCN 2025) core source,2014,
Zyzomys palatalis,(IUCN 2025) core source,2014,
Zyzomys palatalis,(IUCN 2025) core source,2014,
Cyclura collei,(Alberts 2000) core source,1998,
Cyclura cornuta,(Alberts 2000) core source,1998,
Cyclura cychlura,(Alberts 2000) core source,1998,
Cyclura lewisi,(Alberts 2000) core source,1998,
Cyclura pinguis,(Alberts 2000) core source,1998,
Cyclura ricordii,(Alberts 2000) core source,1998,
Cyclura stejnegeri,(Alberts 2000) core source,1998,
Iguana delicatissima,(Alberts 2000) core source,1998,
Cyclura carinata,(Alberts 2000) core source,1998,
Cyclura collei,(Alberts 2000) core source,1998,
Cyclura lewisi,(Alberts 2000) core source,1998,
Cyclura pinguis,(Alberts 2000) core source,1998,
Cyclura carinata,(Alberts 2000) core source,1998,
Cyclura collei,(Alberts 2000) core source,1998,
Cyclura cornuta,(Alberts 2000) core source,1998,
Cyclura lewisi,(Alberts 2000) core source,1998,
Cyclura pinguis,(Alberts 2000) core source,1998,
Cyclura ricordii,(Alberts 2000) core source,1998,
Iguana delicatissima,(Alberts 2000) core source,1998,
Calonectris leucomelas,(Campolina et al. 2024) core source,2021,
Procellaria aequinoctialis,(Campolina et al. 2024) core source,2021,
Puffinus yelkouan,(Campolina et al. 2024) core source,2021,
Puffinus yelkouan,(Campolina et al. 2024) core source,2021,
Pterodroma cookii,(Campolina et al. 2024) core source,2021,
Puffinus opisthomelas,(Campolina et al. 2024) core source,2021,
Synthliboramphus hypoleucus,(Campolina et al. 2024) core source,2021,
Procellaria cinerea,(Campolina et al. 2024) core source,2021,
Calonectris leucomelas,(Campolina et al. 2024) core source,2021,
Calonectris leucomelas,(Campolina et al. 2024) core source,2021,
Pterodroma sandwichensis,(Campolina et al. 2024) core source,2021,
Puffinus newelli,(Campolina et al. 2024) core source,2021,
Calonectris leucomelas,(Campolina et al. 2024) core source,2021,
Charadrius bicinctus,(Campolina et al. 2024) core source,2021,
Chlidonias albostriatus,(Campolina et al. 2024) core source,2021,
Himantopus novaezelandiae,(Campolina et al. 2024) core source,2021,
Procellaria aequinoctialis,(Campolina et al. 2024) core source,2021,
Dasyurus maculatus,(Dickman 1996b) core source,1994,
Onychogalea lunata,(Dickman 1996b) core source,1994,
Perameles eremiana,(Dickman 1996b) core source,1994,
Pseudocheirus occidentalis,(Dickman 1996b) core source,1994,
Setonix brachyurus,(Dickman 1996b) core source,1994,
Macrotis leucura,(Dickman 1996b) core source,1994,
Dasycercus cristicauda,(Dickman 1996b) core source,1994,
Dasyurus geoffroii,(Dickman 1996b) core source,1994,
Dasyurus maculatus,(Dickman 1996b) core source,1994,
Lagostrophus fasciatus,(Dickman 1996b) core source,1994,
Leporillus conditor,(Dickman 1996b) core source,1994,
Parantechinus apicalis,(Dickman 1996b) core source,1994,
Pseudomys fieldi,(Dickman 1996b) core source,1994,
Notomys macrotis,(Dickman 1996b) core source,1994,
Notomys macrotis,(Dickman 1996b) core source,1994,
Notomys mordax,(Dickman 1996b) core source,1994,
Notomys mordax,(Dickman 1996b) core source,1994,
Notomys mordax,(Dickman 1996b) core source,1994,
Notomys robustus,(Dickman 1996b) core source,1994,
Notomys robustus,(Dickman 1996b) core source,1994,
Onychogalea lunata,(Dickman 1996b) core source,1994,
Perameles eremiana,(Dickman 1996b) core source,1994,
Pseudocheirus occidentalis,(Dickman 1996b) core source,1994,
Pseudomys auritus,(Dickman 1996b) core source,1994,
Pseudomys auritus,(Dickman 1996b) core source,1994,
Pseudomys auritus,(Dickman 1996b) core source,1994,
Pseudomys glaucus,(Dickman 1996b) core source,1994,
Pseudomys shortridgei,(Dickman 1996b) core source,1994,
Macrotis leucura,(Dickman 1996b) core source,1994,
Parantechinus apicalis,(Dickman 1996b) core source,1994,
Dasycercus cristicauda,(Dickman 1996b) core source,1994,
Setonix brachyurus,(Dickman 1996b) core source,1994,
Bettongia lesueur,(Dickman 1996b) core source,1994,
Isoodon auratus,(Dickman 1996b) core source,1994,
Leporillus conditor,(Dickman 1996b) core source,1994,
Pseudomys australis,(Dickman 1996b) core source,1994,
Dasyurus maculatus,(Dickman 1996b) core source,1994,
Phascogale tapoatafa,(Dickman 1996b) core source,1994,
Myrmecobius fasciatus,(Dickman 1996b) core source,1994,
Onychogalea fraenata,(Dickman 1996b) core source,1994,
Dasyurus maculatus,(Dickman 1996b) core source,1994,
Burramys parvus,(Dickman 1996b) core source,1994,
Chaeropus ecaudatus,(Dickman 1996b) core source,1994,
Conilurus albipes,(Dickman 1996b) core source,1994,
Dasyurus hallucatus,(Dickman 1996b) core source,1994,
Dasyurus viverrinus,(Dickman 1996b) core source,1994,
Lagostrophus fasciatus,(Dickman 1996b) core source,1994,
Macrotis lagotis,(Dickman 1996b) core source,1994,
Mesembriomys macrurus,(Dickman 1996b) core source,1994,
Notomys aquilo,(Dickman 1996b) core source,1994,
Notomys fuscus,(Dickman 1996b) core source,1994,
Ornithorhynchus anatinus,(Dickman 1996b) core source,1994,
Perameles bougainville,(Dickman 1996b) core source,1994,
Petrogale penicillata,(Dickman 1996b) core source,1994,
Potorous tridactylus,(Dickman 1996b) core source,1994,
Pseudocheirus occidentalis,(Dickman 1996b) core source,1994,
Pseudomys fieldi,(Dickman 1996b) core source,1994,
Pseudomys gouldii,(Dickman 1996b) core source,1994,
Pseudomys oralis,(Dickman 1996b) core source,1994,
Pseudomys shortridgei,(Dickman 1996b) core source,1994,
Sminthopsis butleri,(Dickman 1996b) core source,1994,
Sminthopsis douglasi,(Dickman 1996b) core source,1994,
Sminthopsis psammophila,(Dickman 1996b) core source,1994,
Xeromys myoides,(Dickman 1996b) core source,1994,
Zyzomys pedunculatus,(Dickman 1996b) core source,1994,
Petrogale lateralis,(Dickman 1996b) core source,1994,
Pseudomys novaehollandiae,(Dickman 1996b) core source,1994,
Pseudomys novaehollandiae,(Dickman 1996b) core source,1994,
Bettongia penicillata,(Dickman 1996b) core source,1994,
Leporillus conditor,(Dickman 1996b) core source,1994,
Dasyurus geoffroii,(Dickman 1996b) core source,1994,
Phascogale tapoatafa,(Dickman 1996b) core source,1994,
Pteropus melanotus,(Dickman 1996b) core source,1994,
Mimus graysoni,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Anas wyvilliana,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Bavayia exsuccida,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Bavayia goroensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Bavayia ornata,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko kaalaensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko koniambo,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko poumensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko validiclavis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Eurydactylodes occidentalis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Oedodera marmorata,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko inexpectatus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko nehoueensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dierogekko thomaswhitei,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Reithrodontomys raviventris,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Amazona barbadensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Aphanapteryx bonasia,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Pezophaps solitaria,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Gallotia bravoana,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Todiramphus godeffroyi,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Diomedea antipodensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Diomedea amsterdamensis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Phoebetria fusca,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura collei,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura cornuta,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura cychlura,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura lewisi,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura pinguis,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura ricordii,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura stejnegeri,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Iguana delicatissima,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Chioninia coctei,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Puffinus mauretanicus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Urosaurus auriculatus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Spheniscus humboldti,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Mystacina tuberculata,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Pterodroma alba,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Lagostrophus fasciatus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Hypotaenidia sylvestris,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Hydrobates macrodactylus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Cyclura collei,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Gonatodes daudini,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Sphaerodactylus kirbyi,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Puffinus yelkouan,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Diplothrix legata,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Pentalagus furnessi,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Sylvilagus mansuetus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Traversia lyalli,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Traversia lyalli,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Dasyornis longirostris,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Charadrius sanctaehelenae,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Charadrius sanctaehelenae,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Chlidonias albostriatus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Falco punctatus,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Chelonoidis niger,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
Chelonoidis niger,(Doherty et al. 2016) core source,2014,"""This exercise was conducted between March and September 2015"" seems to refer to the coding of impacts"
